DateTime,Metric,Capacity,CR,TR,beta, beta_std
2017-09-13T15:16:00,267366.44,332799.97,65433.53,366.00,0.000000,0.000000
2017-09-13T15:21:00,265225.66,332799.97,67574.31,366.00,-2140.781250,0.000000
2017-09-13T15:26:00,269085.78,332799.97,0.00,0.26,859.671875,4505.209217
2017-09-13T15:31:00,267699.03,332799.97,0.00,0.45,485.790625,2052.973725
2017-09-13T15:36:00,265914.06,332799.97,64160.78,366.00,-43.137500,1279.858524
2017-09-13T15:41:00,264075.03,332799.97,65911.73,366.00,-450.816071,904.631135
2017-09-13T15:46:00,277079.78,332799.97,0.00,0.23,845.252232,1205.978154
2017-09-13T15:51:00,280723.53,332799.97,0.00,0.11,1618.488839,1072.214963
2017-09-13T15:56:00,282204.72,332799.97,0.00,0.09,1970.179167,869.509839
2017-09-13T16:01:00,279319.25,332799.97,0.00,0.09,1884.367992,696.326796
2017-09-13T16:06:00,277435.47,332799.97,0.00,0.10,1666.282386,588.642119
2017-09-13T16:11:00,275842.50,332799.97,0.00,0.12,1415.107955,519.334189
2017-09-13T16:16:00,273127.91,332799.97,0.00,0.15,1127.155220,480.371509
2017-09-13T16:21:00,279656.28,332799.97,0.00,0.15,1100.476923,411.753580
2017-09-13T16:26:00,277652.69,332799.97,0.00,0.16,1005.534263,362.102200
2017-09-13T16:31:00,276216.66,332799.97,0.00,0.18,888.148392,325.907852
2017-09-13T16:36:00,280203.66,332799.97,0.00,0.18,868.351256,287.713325
2017-09-13T16:41:00,274810.16,332799.97,0.00,0.21,744.601490,267.899567
2017-09-13T16:46:00,280425.53,332799.97,0.00,0.22,732.929660,239.734300
2017-09-13T16:51:00,276822.31,332799.97,0.00,0.24,662.480921,220.356604
2017-09-13T16:56:00,272432.88,332799.97,0.00,0.29,544.721226,212.951651
2017-09-13T17:01:00,301027.94,332799.97,0.00,0.17,788.897833,247.800830
2017-09-13T17:06:00,363938.34,332799.97,0.00,0.00,1649.918169,588.582804
2017-09-13T17:11:00,288483.31,332799.97,0.00,0.01,1541.854334,543.706438
2017-09-13T17:16:00,277979.81,332799.97,0.00,0.00,1346.542909,514.888515
2017-09-13T17:21:00,281263.44,332799.97,0.00,0.01,1209.520951,482.863186
2017-09-13T17:26:00,279872.22,332799.97,0.00,0.00,1080.132574,454.245779
2017-09-13T17:31:00,278054.31,332799.97,0.00,0.01,955.144054,428.837955
2017-09-13T17:36:00,285196.69,332799.97,0.00,0.01,896.961807,400.849438
2017-09-13T17:41:00,288479.84,332799.97,0.00,0.01,865.060074,374.614298
2017-09-13T17:46:00,291254.03,332799.97,0.00,0.02,850.494103,350.534632
2017-09-13T17:51:00,291072.81,332799.97,0.00,0.02,832.631724,328.787789
2017-09-13T17:56:00,287580.94,332799.97,0.00,0.02,794.700305,309.719301
2017-09-13T18:01:00,299127.09,332799.97,0.00,0.02,817.289185,291.812846
2017-09-13T18:06:00,308713.25,332799.97,0.00,0.00,877.977328,277.618050
2017-09-13T18:11:00,284897.09,332799.97,0.00,0.01,817.862685,264.741437
2017-09-13T18:16:00,282596.41,332799.97,0.00,0.01,753.675113,253.461680
2017-09-13T18:21:00,291812.97,332799.97,0.00,0.01,733.365385,240.430436
2017-09-13T18:26:00,306686.72,332799.97,0.00,0.00,770.410096,229.202215
2017-09-13T18:31:00,302601.72,332799.97,0.00,0.01,784.405464,217.900600
2017-09-13T18:36:00,297956.22,332799.97,0.00,0.01,777.530727,207.306760
2017-09-13T18:41:00,293643.22,332799.97,0.00,0.01,754.680354,197.914073
2017-09-13T18:46:00,177965.95,332799.97,0.00,0.01,365.638976,301.729661
2017-09-13T18:51:00,296829.03,332799.97,0.00,0.00,386.374017,288.280065
2017-09-13T18:56:00,291049.09,332799.97,0.00,0.00,386.591222,275.461171
2017-09-13T19:01:00,293568.25,332799.97,0.00,0.00,392.699614,263.504578
2017-09-13T19:06:00,345734.56,332799.97,0.00,0.00,535.756481,266.614264
2017-09-13T19:11:00,304298.03,332799.97,0.00,0.00,554.588959,255.751967
2017-09-13T19:16:00,292476.69,332799.97,0.00,0.00,540.899254,245.446907
2017-09-13T19:21:00,294306.84,332799.97,0.00,0.00,531.821437,235.688208
2017-09-13T19:26:00,298035.78,332799.97,0.00,0.00,531.003816,226.442439
2017-09-13T19:31:00,290321.69,332799.97,0.00,0.00,512.326837,218.018228
2017-09-13T19:36:00,294345.53,332799.97,0.00,0.00,503.047593,209.861947
2017-09-13T19:41:00,294550.22,332799.97,0.00,0.00,494.159137,202.156769
2017-09-13T19:46:00,292698.63,332799.97,0.00,0.00,481.636051,194.947480
2017-09-13T19:51:00,291252.22,332799.97,0.00,0.00,466.783506,188.192894
2017-09-13T19:56:00,293414.94,332799.97,0.00,0.00,456.518398,181.691345
2017-09-13T20:01:00,294225.38,332799.97,0.00,0.00,447.899748,175.499872
2017-09-13T20:06:00,296293.16,332799.97,0.00,0.00,442.873918,169.575569
2017-09-13T20:11:00,297699.59,332799.97,0.00,0.00,439.913805,163.930981
2017-09-13T20:16:00,291179.50,332799.97,0.00,0.00,426.193669,158.765984
2017-09-13T20:21:00,292474.13,332799.97,0.00,0.00,415.093133,153.785731
2017-09-13T20:26:00,298113.25,332799.97,0.00,0.00,412.790611,148.908720
2017-09-13T20:31:00,297272.97,332799.97,0.00,0.00,408.889994,144.272888
2017-09-13T20:36:00,292465.06,332799.97,0.00,0.00,398.042304,139.981804
2017-09-13T20:41:00,293248.56,332799.97,0.00,0.00,388.674339,135.853434
2017-09-13T20:46:00,295819.69,332799.97,0.00,0.00,382.994789,131.840504
2017-09-13T20:51:00,300843.41,332799.97,0.00,0.00,383.736280,127.962750
2017-09-13T20:56:00,298920.47,332799.97,0.00,0.00,381.549702,124.259693
2017-09-13T21:01:00,295174.31,332799.97,0.00,0.00,374.562120,120.780070
2017-09-13T21:06:00,317730.06,332799.97,0.00,0.00,394.182893,117.954261
2017-09-13T21:11:00,305995.19,332799.97,0.00,0.00,398.367441,114.704023
2017-09-13T21:16:00,295488.72,332799.97,0.00,0.00,390.105351,111.668563
2017-09-13T21:21:00,303616.22,332799.97,0.00,0.00,390.860047,108.650857
2017-09-13T21:26:00,297864.25,332799.97,0.00,0.00,385.089820,105.808333
2017-09-13T21:31:00,292204.41,332799.97,0.00,0.00,373.565492,103.249711
2017-09-13T21:36:00,296490.31,332799.97,0.00,0.00,366.824571,100.646759
2017-09-13T21:41:00,301669.13,332799.97,0.00,0.00,365.274535,98.069943
2017-09-13T21:46:00,303020.50,332799.97,0.00,0.00,364.775451,95.587214
2017-09-13T21:51:00,302541.19,332799.97,0.00,0.00,363.531311,93.200066
2017-09-13T21:56:00,292292.16,332799.97,0.00,0.00,352.790305,91.120516
2017-09-13T22:01:00,300323.84,332799.97,0.00,0.00,349.585812,88.917948
2017-09-13T22:06:00,301980.03,332799.97,0.00,0.00,347.731896,86.781961
2017-09-13T22:11:00,294730.75,332799.97,0.00,0.00,339.623242,84.851022
2017-09-13T22:16:00,290834.72,332799.97,0.00,0.00,328.597055,83.110268
2017-09-13T22:21:00,292935.63,332799.97,0.00,0.00,319.743711,81.345667
2017-09-13T22:26:00,295273.03,332799.97,0.00,0.00,313.068306,79.573213
2017-09-13T22:31:00,293514.38,332799.97,0.00,0.00,305.250692,77.901484
2017-09-13T22:36:00,290191.53,332799.97,0.00,0.00,295.230722,76.380219
2017-09-13T22:41:00,298546.31,332799.97,0.00,0.00,291.768501,74.710638
2017-09-13T22:46:00,312150.97,332799.97,0.00,0.00,298.070605,73.163070
2017-09-13T22:51:00,294316.47,332799.97,0.00,0.00,291.254854,71.685300
2017-09-13T22:56:00,293608.44,332799.97,0.00,0.00,284.183620,70.267451
