DateTime,Metric,Capacity,CR,TR,beta, beta_std
2017-09-12T14:36:00,230873.06,662399.44,431526.38,366.00,0.000000,0.000000
2017-09-12T14:41:00,254800.28,662399.44,0.00,0.07,23927.218750,0.000000
2017-09-12T14:46:00,220952.09,662399.44,416408.41,366.00,-4960.484375,44218.261864
2017-09-12T14:51:00,265247.59,662399.44,0.00,0.20,6927.540625,23411.084298
2017-09-12T14:56:00,243407.80,662399.44,0.00,0.39,3551.678125,13863.260644
2017-09-12T15:01:00,239446.78,662399.44,0.00,0.92,1513.904018,9234.387220
2017-09-12T15:06:00,218852.72,662399.44,407928.29,366.00,-1582.583147,6971.582687
2017-09-12T15:11:00,278230.13,662399.44,0.00,0.61,2207.212984,5933.702169
2017-09-12T15:16:00,273966.25,662399.44,0.00,0.37,3544.378646,4699.271905
2017-09-12T15:21:00,235227.30,662399.44,0.00,0.69,1918.753977,3924.119589
2017-09-12T15:26:00,242092.27,662399.44,0.00,1.07,1256.877557,3237.280083
2017-09-12T15:31:00,277337.69,662399.44,0.00,0.60,2182.277480,2767.706539
2017-09-12T15:36:00,214431.33,662399.44,0.00,2.21,595.805889,2574.553263
2017-09-12T15:41:00,219759.84,662399.44,377754.50,366.00,-266.184547,2279.074612
2017-09-12T15:46:00,232914.59,662399.44,387350.28,366.00,-490.954967,1979.354231
2017-09-12T15:51:00,259924.86,662399.44,379026.26,366.00,-34.708249,1756.664577
2017-09-12T15:56:00,225123.00,662399.44,385207.41,366.00,-403.306602,1567.757624
2017-09-12T16:01:00,214899.78,662399.44,389513.84,366.00,-834.251274,1420.652894
2017-09-12T16:06:00,245070.19,662399.44,388743.66,366.00,-653.169709,1276.000447
2017-09-12T16:11:00,275660.09,662399.44,369732.47,366.00,-74.909199,1206.205206
2017-09-12T16:16:00,218181.55,662399.44,378785.00,366.00,-392.348011,1109.610474
2017-09-12T16:21:00,214476.53,662399.44,381201.24,366.00,-670.021439,1023.753342
2017-09-12T16:26:00,232102.06,662399.44,380683.19,366.00,-682.429996,934.587473
2017-09-12T16:31:00,270349.00,662399.44,371780.79,366.00,-302.690910,889.211951
2017-09-12T16:36:00,242918.61,662399.44,373622.61,366.00,-257.488173,818.446137
2017-09-12T16:41:00,241794.31,662399.44,378008.89,366.00,-229.352762,755.595899
2017-09-12T16:46:00,225335.70,662399.44,380684.69,366.00,-335.826694,702.680280
2017-09-12T16:51:00,274648.47,662399.44,366947.27,366.00,-54.196771,675.452484
2017-09-12T16:56:00,292081.91,662399.44,0.00,4.38,293.653818,664.695374
2017-09-12T17:01:00,227978.63,662399.44,0.00,8.06,160.958586,625.726131
2017-09-12T17:06:00,228164.16,662399.44,0.00,24.84,52.489743,589.120811
2017-09-12T17:11:00,259288.89,662399.44,0.00,9.29,139.673052,554.862107
2017-09-12T17:16:00,247390.05,662399.44,0.00,8.75,147.560197,521.224693
2017-09-12T17:21:00,239641.75,662399.44,0.00,11.33,114.323983,490.959803
2017-09-12T17:26:00,215322.86,662399.44,370841.74,366.00,-29.879771,471.214661
2017-09-12T17:31:00,255086.64,662399.44,68921.59,46.60,27.902027,446.412695
2017-09-12T17:36:00,267259.03,662399.44,0.00,10.05,128.632661,426.709653
2017-09-12T17:41:00,247285.30,662399.44,0.00,9.74,132.887989,404.243560
2017-09-12T17:46:00,217768.66,662399.44,128649.34,57.89,22.484736,389.332182
2017-09-12T17:51:00,260517.58,662399.44,0.00,15.41,84.150375,371.744518
2017-09-12T17:56:00,266366.31,662399.44,0.00,8.19,157.307159,356.373239
2017-09-12T18:01:00,225639.98,662399.44,0.00,15.32,84.673035,342.234321
2017-09-12T18:06:00,216599.45,662399.44,366417.31,366.00,-7.225057,331.013085
2017-09-12T18:11:00,262049.38,662399.44,0.00,25.67,50.600381,317.886956
2017-09-12T18:16:00,258424.16,662399.44,0.00,14.32,90.396432,304.700756
2017-09-12T18:21:00,219974.50,662399.44,174836.36,71.25,18.265911,294.677349
2017-09-12T18:26:00,214824.47,662399.44,369468.36,366.00,-58.785603,285.928858
2017-09-12T18:31:00,233406.67,662399.44,370965.97,366.00,-79.045254,274.281334
2017-09-12T18:36:00,282050.72,662399.44,128126.75,57.88,22.398495,270.068673
2017-09-12T18:41:00,221960.84,662399.44,359548.25,366.00,-29.294267,261.117272
2017-09-12T18:46:00,216375.09,662399.44,362493.11,366.00,-87.710598,253.315449
2017-09-12T18:51:00,216206.50,662399.44,363915.56,366.00,-139.817024,245.568592
2017-09-12T18:56:00,293733.72,662399.44,348591.24,366.00,-23.419111,246.395510
2017-09-12T19:01:00,252499.36,662399.44,352776.43,366.00,-2.738429,237.590096
2017-09-12T19:06:00,228234.08,662399.44,357649.65,366.00,-31.497941,229.594604
