DateTime,Metric,Capacity,CR,TR,beta,r2
2017-09-07T03:57:00,23251.86,19976.86,0.00,0.00,0.000000,0.000000
2017-09-07T04:02:00,22014.96,19976.86,0.00,0.00,-1236.900391,1.000000
2017-09-07T04:07:00,21890.03,19976.86,0.00,0.00,-680.912109,1.328393
2017-09-07T04:12:00,24129.17,19976.86,0.00,0.00,250.702539,2.422598
2017-09-07T04:17:00,25159.13,19976.86,0.00,0.00,592.876367,1.448651
2017-09-07T04:22:00,25607.09,19976.86,0.00,0.00,669.938672,0.979163
2017-09-07T04:27:00,25657.65,19976.86,0.00,0.00,631.098772,0.792327
2017-09-07T04:32:00,25645.37,19976.86,0.00,0.00,561.300153,0.724024
2017-09-07T04:37:00,25657.40,19976.86,0.00,0.00,492.109798,0.702944
2017-09-07T04:42:00,25670.72,19976.86,0.00,0.00,430.769721,0.703318
2017-09-07T04:47:00,25670.72,19976.86,0.00,0.00,377.731055,0.715551
2017-09-07T04:52:00,25670.72,19976.86,0.00,0.00,332.603707,0.733312
2017-09-07T04:57:00,25672.38,19976.86,0.00,0.00,294.418838,0.753157
2017-09-07T05:02:00,25679.04,19976.86,0.00,0.00,262.195244,0.772874
2017-09-07T05:07:00,25675.71,19976.86,0.00,0.00,234.611775,0.792925
2017-09-07T05:12:00,25620.78,19976.86,0.00,0.00,209.768072,0.818159
2017-09-07T05:17:00,25655.62,19976.86,0.00,0.00,189.288584,0.837629
2017-09-07T05:22:00,25657.40,19976.86,0.00,0.00,171.627411,0.855686
2017-09-07T05:27:00,25669.05,19976.86,0.00,0.00,156.459807,0.871515
2017-09-07T05:32:00,25660.73,19976.86,0.00,0.00,143.055094,0.887159
2017-09-07T05:37:00,25674.05,19976.86,0.00,0.00,131.447207,0.900682
2017-09-07T05:42:00,25665.73,19976.86,0.00,0.00,121.072476,0.914114
2017-09-07T05:47:00,25685.70,19976.86,0.00,0.00,112.079791,0.925191
2017-09-07T05:52:00,25667.71,19976.86,0.00,0.00,103.854664,0.937060
2017-09-07T05:57:00,25664.06,19976.86,0.00,0.00,96.459401,0.948469
2017-09-07T06:02:00,18775.37,19976.86,0.00,0.00,30.942212,1.204975
2017-09-07T06:07:00,6757.76,19976.86,0.00,0.00,-116.679033,1.076441
2017-09-07T06:12:00,4381.16,19976.86,0.00,0.00,-251.547651,0.961233
2017-09-07T06:17:00,4275.08,19976.86,0.00,0.00,-359.369429,0.865105
2017-09-07T06:22:00,4347.78,19976.86,0.00,0.00,-444.230564,0.783146
2017-09-07T06:27:00,4182.52,19976.86,0.00,0.01,-512.006177,0.712320
2017-09-07T06:32:00,4180.69,19976.86,0.00,0.01,-564.945320,0.651200
2017-09-07T06:37:00,4225.21,19976.86,0.00,0.01,-605.566211,0.598438
2017-09-07T06:42:00,4216.17,19976.86,0.00,0.01,-636.420635,0.552732
2017-09-07T06:47:00,4186.42,19976.86,0.00,0.01,-659.390666,0.513062
2017-09-07T06:52:00,4236.63,19976.86,0.00,0.01,-675.542904,0.478805
2017-09-07T06:57:00,4198.39,19976.86,526.63,366.00,-686.494070,0.449038
2017-09-07T07:02:00,4208.44,19976.86,1063.04,366.00,-692.984741,0.423304
2017-09-07T07:07:00,4176.50,19976.86,1634.38,366.00,-695.984320,0.400987
2017-09-07T07:12:00,4279.43,19976.86,2038.28,366.00,-695.633051,0.382016
2017-09-07T07:17:00,4229.67,19976.86,2609.13,366.00,-693.080306,0.365584
2017-09-07T07:22:00,4237.63,19976.86,2967.40,366.00,-688.546249,0.351538
2017-09-07T07:27:00,4293.86,19976.86,3272.03,366.00,-682.254209,0.339732
2017-09-07T07:32:00,4254.77,19976.86,3740.59,366.00,-674.833052,0.329642
2017-09-07T07:37:00,4151.46,19976.86,4155.67,366.00,-666.701783,0.320888
2017-09-07T07:42:00,4249.68,19976.86,4299.35,366.00,-657.463168,0.313876
2017-09-07T07:47:00,4208.58,19976.86,4732.45,366.00,-647.715550,0.308024
2017-09-07T07:52:00,4185.12,19976.86,5028.32,366.00,-637.544154,0.303249
2017-09-07T07:57:00,4111.17,19976.86,5317.22,366.00,-627.188179,0.299286
2017-09-07T08:02:00,4139.62,19976.86,5495.01,366.00,-616.483508,0.296331
2017-09-07T08:07:00,4122.93,19976.86,5760.65,366.00,-605.632791,0.294147
2017-09-07T08:12:00,4148.16,19976.86,5943.30,366.00,-594.613387,0.292768
2017-09-07T08:17:00,4182.91,19976.86,6106.67,366.00,-583.475853,0.292137
2017-09-07T08:22:00,4105.90,19976.86,6356.36,366.00,-572.507662,0.291859
2017-09-07T08:27:00,4141.32,19976.86,6415.61,366.00,-561.508982,0.292206
2017-09-07T08:32:00,4139.72,19976.86,6569.49,366.00,-550.594920,0.293011
2017-09-07T08:37:00,4151.91,19976.86,6686.12,366.00,-539.768710,0.294262
2017-09-07T08:42:00,4183.29,19976.86,6763.97,366.00,-529.023057,0.295966
2017-09-07T08:47:00,4015.45,19976.86,7013.12,366.00,-518.721581,0.297523
2017-09-07T08:52:00,4132.65,19976.86,6891.31,366.00,-508.373986,0.299719
2017-09-07T08:57:00,4089.51,19976.86,7083.14,366.00,-498.273269,0.302055
2017-09-07T09:02:00,4077.45,19976.86,7152.48,366.00,-488.372152,0.304597
2017-09-07T09:07:00,4079.51,19976.86,7184.22,366.00,-478.654715,0.307359
2017-09-07T09:12:00,4099.59,19976.86,7230.69,366.00,-469.100933,0.310364
2017-09-07T09:17:00,4137.24,19976.86,7260.09,366.00,-459.693563,0.313636
2017-09-07T09:22:00,4184.15,19976.86,7281.45,366.00,-450.428490,0.317173
2017-09-07T09:27:00,4091.93,19976.86,7415.38,366.00,-441.496990,0.320576
2017-09-07T09:32:00,4050.88,19976.86,7414.35,366.00,-432.818643,0.323985
2017-09-07T09:37:00,4052.14,19976.86,7418.19,366.00,-424.334139,0.327503
2017-09-07T09:42:00,4071.07,19976.86,7453.07,366.00,-416.021268,0.331162
2017-09-07T09:47:00,4092.16,19976.86,7480.68,366.00,-407.878334,0.334953
2017-09-07T09:52:00,4117.78,19976.86,7492.75,366.00,-399.900526,0.338873
2017-09-07T09:57:00,4098.89,19976.86,7539.91,366.00,-392.137523,0.342794
2017-09-07T10:02:00,4108.24,19976.86,7532.39,366.00,-384.553122,0.346783
2017-09-07T10:07:00,4140.72,19976.86,7523.33,366.00,-377.120524,0.350889
2017-09-07T10:12:00,4109.11,19976.86,7590.34,366.00,-369.905223,0.354938
2017-09-07T10:17:00,4195.89,19976.86,7503.71,366.00,-362.781506,0.359227
2017-09-07T10:22:00,4210.67,19976.86,7552.52,366.00,-355.824256,0.363558
2017-09-07T10:27:00,4291.03,19976.86,7499.50,366.00,-348.968099,0.368087
2017-09-07T10:32:00,4206.58,19976.86,7614.68,366.00,-342.368535,0.372390
2017-09-07T10:37:00,4121.38,19976.86,7634.97,366.00,-336.013594,0.376476
2017-09-07T10:42:00,4210.59,19976.86,7504.76,366.00,-329.737575,0.380776
2017-09-07T10:47:00,4107.24,19976.86,7663.60,366.00,-323.709613,0.384811
2017-09-07T10:52:00,4079.38,19976.86,7631.93,366.00,-317.853482,0.388773
2017-09-07T10:57:00,4115.05,19976.86,7593.01,366.00,-312.110938,0.392812
2017-09-07T11:02:00,4132.71,19976.86,7622.35,366.00,-306.495372,0.396880
2017-09-07T11:07:00,4133.16,19976.86,7629.46,366.00,-301.017733,0.400931
2017-09-07T11:12:00,4155.92,19976.86,7603.33,366.00,-295.657136,0.405016
2017-09-07T11:17:00,4212.90,19976.86,7571.29,366.00,-290.385746,0.409209
2017-09-07T11:22:00,4151.86,19976.86,7633.50,366.00,-285.290045,0.413230
2017-09-07T11:27:00,4158.65,19976.86,7584.55,366.00,-280.313691,0.417240
2017-09-07T11:32:00,4242.94,19976.86,7527.25,366.00,-275.399224,0.421414
2017-09-07T11:37:00,4179.89,19976.86,7622.05,366.00,-270.649324,0.425409
2017-09-07T11:42:00,4124.49,19976.86,7614.85,366.00,-266.051604,0.429247
2017-09-07T11:47:00,4135.48,19976.86,7571.43,366.00,-261.555953,0.433082
2017-09-07T11:52:00,4137.44,19976.86,7600.64,366.00,-257.165694,0.436892
2017-09-07T11:57:00,4124.31,19976.86,7625.05,366.00,-252.887428,0.440644
2017-09-07T12:02:00,4130.85,19976.86,7614.60,366.00,-248.705365,0.444381
2017-09-07T12:07:00,4130.20,19976.86,7623.89,366.00,-244.621355,0.448085
2017-09-07T12:12:00,4135.89,19976.86,7626.10,366.00,-240.628831,0.451771
2017-09-07T12:17:00,4129.07,19976.86,7637.18,366.00,-236.732667,0.455410
2017-09-07T12:22:00,4168.14,19976.86,7609.82,366.00,-232.903726,0.459101
2017-09-07T12:27:00,4145.50,19976.86,7650.93,366.00,-229.175768,0.462709
2017-09-07T12:32:00,4111.12,19976.86,7666.09,366.00,-225.551756,0.466212
2017-09-07T12:37:00,4107.71,19976.86,7650.55,366.00,-222.011172,0.469677
2017-09-07T12:42:00,4115.40,19976.86,7660.82,366.00,-218.545738,0.473128
2017-09-07T12:47:00,4119.53,19976.86,7678.39,366.00,-215.155413,0.476555
2017-09-07T12:52:00,4116.53,19976.86,7690.17,366.00,-211.841850,0.479945
2017-09-07T12:57:00,4230.83,19976.86,7607.84,366.00,-208.544162,0.483536
2017-09-07T13:02:00,4120.01,19976.86,7758.51,366.00,-205.375085,0.486864
2017-09-07T13:07:00,4118.75,19976.86,7692.80,366.00,-202.275742,0.490157
2017-09-07T13:12:00,4106.84,19976.86,7694.91,366.00,-199.249244,0.493395
2017-09-07T13:17:00,4204.15,19976.86,7652.18,366.00,-196.242502,0.496796
2017-09-07T13:22:00,4192.81,19976.86,7722.91,366.00,-193.306632,0.500137
2017-09-07T13:27:00,4123.91,19976.86,7768.47,366.00,-190.465343,0.503308
2017-09-07T13:32:00,4184.94,19976.86,7667.13,366.00,-187.657323,0.506566
2017-09-07T13:37:00,4105.46,19976.86,7784.88,366.00,-184.943848,0.509637
2017-09-07T13:42:00,4108.63,19976.86,7758.85,366.00,-182.285651,0.512684
2017-09-07T13:47:00,4064.64,19976.86,7800.15,366.00,-179.701136,0.515618
2017-09-07T13:52:00,4109.84,19976.86,7772.47,366.00,-177.150778,0.518612
2017-09-07T13:57:00,4138.67,19976.86,7790.55,366.00,-174.641088,0.521630
2017-09-07T14:02:00,4138.59,19976.86,7823.42,366.00,-172.183024,0.524618
2017-09-07T14:07:00,4117.80,19976.86,7833.88,366.00,-169.783376,0.527537
2017-09-07T14:12:00,4074.96,19976.86,7859.72,366.00,-167.448840,0.530348
2017-09-07T14:17:00,4127.34,19976.86,7807.36,366.00,-165.140842,0.533229
2017-09-07T14:22:00,4093.68,19976.86,7887.88,366.00,-162.891718,0.536020
2017-09-07T14:27:00,4061.95,19976.86,7911.86,366.00,-160.698782,0.538727
2017-09-07T14:32:00,4109.71,19976.86,7855.70,366.00,-158.531296,0.541495
2017-09-07T14:37:00,4647.19,19976.86,7332.09,366.00,-156.214054,0.545212
2017-09-07T14:42:00,4134.93,19976.86,8116.16,366.00,-154.127570,0.547947
2017-09-07T14:47:00,4161.28,19976.86,7823.62,366.00,-152.072578,0.550701
2017-09-07T14:52:00,4124.09,19976.86,7786.17,366.00,-150.070328,0.553361
2017-09-07T14:57:00,4067.97,19976.86,7944.54,366.00,-148.125427,0.555897
2017-09-07T15:02:00,4105.90,19976.86,7903.07,366.00,-146.204613,0.558475
2017-09-07T15:07:00,4140.16,19976.86,7921.08,366.00,-144.308938,0.561088
2017-09-07T15:12:00,4135.43,19976.86,7957.43,366.00,-142.450725,0.563667
2017-09-07T15:17:00,4112.40,19976.86,7965.61,366.00,-140.634814,0.566180
