DateTime,Metric,Capacity,CR,TR,beta,r2
2017-09-02T15:24:00,65669.66,158405.61,92735.95,366.00,0.000000,0.000000
2017-09-02T15:29:00,65636.04,158405.61,92719.82,366.00,-33.617188,1.000000
2017-09-02T15:34:00,65640.09,158405.61,92728.45,366.00,-14.785156,1.971185
2017-09-02T15:39:00,65474.11,158405.61,92841.84,366.00,-58.258203,0.741976
2017-09-02T15:44:00,65521.64,158405.61,92863.09,366.00,-45.796484,0.709126
2017-09-02T15:49:00,66026.51,158405.61,92334.86,366.00,36.430804,1.554971
2017-09-02T15:54:00,65794.91,158405.61,92328.53,366.00,37.080776,1.443493
2017-09-02T15:59:00,66252.94,158405.61,92161.33,366.00,72.430153,0.934746
2017-09-02T16:04:00,65549.91,158405.61,92195.70,366.00,37.229622,1.324640
2017-09-02T16:09:00,65907.91,158405.61,92175.52,366.00,36.805492,1.259791
2017-09-02T16:14:00,65806.94,158405.61,92165.79,366.00,30.311683,1.284219
2017-09-02T16:19:00,65526.45,158405.61,92201.76,366.00,14.611260,1.427517
2017-09-02T16:24:00,65660.68,158405.61,92214.70,366.00,9.065612,1.456623
2017-09-02T16:29:00,65583.18,158405.61,92227.05,366.00,3.106473,1.474193
2017-09-02T16:34:00,65654.16,158405.61,92244.70,366.00,0.929980,1.476353
2017-09-02T16:39:00,65725.45,158405.61,92258.24,366.00,1.025689,1.476100
2017-09-02T16:44:00,65627.83,158405.61,92273.91,366.00,-0.842955,1.473426
2017-09-02T16:49:00,65942.59,158405.61,92258.22,366.00,3.382571,1.445592
2017-09-02T16:54:00,65488.02,158405.61,92266.46,366.00,-0.823616,1.435765
2017-09-02T16:59:00,66322.70,158405.61,92151.93,366.00,8.047583,1.310664
2017-09-02T17:04:00,65615.45,158405.61,92163.51,366.00,5.324995,1.329519
2017-09-02T17:09:00,65743.88,158405.61,92153.90,366.00,4.740103,1.331386
2017-09-02T17:14:00,65425.83,158405.61,92168.92,366.00,0.786523,1.335121
2017-09-02T17:19:00,65379.48,158405.61,92176.07,366.00,-2.729076,1.312663
2017-09-02T17:24:00,65701.28,158405.61,92185.22,366.00,-2.470174,1.313170
2017-09-02T17:29:00,65586.46,158405.61,92192.51,366.00,-3.226851,1.305498
2017-09-02T17:34:00,65718.23,158405.61,92193.86,366.00,-2.755957,1.307672
2017-09-02T17:39:00,65490.95,158405.61,92197.45,366.00,-4.038064,1.288714
2017-09-02T17:44:00,65577.02,158405.61,92205.77,366.00,-4.451208,1.279233
2017-09-02T17:49:00,65679.69,158405.61,92213.68,366.00,-4.095938,1.281102
2017-09-02T17:54:00,65436.27,158405.61,92219.17,366.00,-5.252621,1.251896
2017-09-02T17:59:00,65602.30,158405.61,92225.11,366.00,-5.232366,1.246837
2017-09-02T18:04:00,66015.86,158405.61,92198.46,366.00,-2.976074,1.268787
2017-09-02T18:09:00,65605.53,158405.61,92207.82,366.00,-3.149075,1.264155
2017-09-02T18:14:00,65817.03,158405.61,92203.28,366.00,-2.271928,1.271561
2017-09-02T18:19:00,65515.65,158405.61,92211.92,366.00,-2.880398,1.259608
2017-09-02T18:24:00,65510.02,158405.61,92218.82,366.00,-3.407136,1.246211
2017-09-02T18:29:00,65546.57,158405.61,92226.56,366.00,-3.693198,1.236389
2017-09-02T18:34:00,65529.50,158405.61,92233.14,366.00,-3.988915,1.224700
2017-09-02T18:39:00,65885.15,158405.61,92229.12,366.00,-2.926679,1.240624
2017-09-02T18:44:00,65548.80,158405.61,92236.22,366.00,-3.174248,1.232072
2017-09-02T18:49:00,65906.56,158405.61,92230.52,366.00,-2.188960,1.243755
2017-09-02T18:54:00,65073.39,158405.61,92205.21,366.00,-3.970156,1.181201
2017-09-02T18:59:00,66081.39,158405.61,92189.11,366.00,-2.452682,1.200788
2017-09-02T19:04:00,65339.35,158405.61,92189.57,366.00,-3.272468,1.178869
2017-09-02T19:09:00,66597.50,158405.61,92115.85,366.00,-0.489171,1.176386
2017-09-02T19:14:00,66255.41,158405.61,92053.89,366.00,1.045094,1.164973
2017-09-02T19:19:00,65815.16,158405.61,92049.66,366.00,1.269650,1.163092
2017-09-02T19:24:00,65372.97,158405.61,92064.82,366.00,0.381792,1.164030
2017-09-02T19:29:00,65552.91,158405.61,92069.46,366.00,0.018784,1.163882
2017-09-02T19:34:00,65548.21,158405.61,92073.14,366.00,-0.313826,1.163028
2017-09-02T19:39:00,65544.05,158405.61,92077.56,366.00,-0.617889,1.161542
2017-09-02T19:44:00,65539.30,158405.61,92081.73,366.00,-0.897466,1.159478
2017-09-02T19:49:00,65735.30,158405.61,92086.87,366.00,-0.749321,1.160123
