DateTime,Metric,Capacity,CR,TR,beta,beta_std
2017-09-12T15:16:00,16657.16,63839.99,47182.83,366.00,0.000000
2017-09-12T15:21:00,16753.41,63839.99,0.00,1.70,96.257813
2017-09-12T15:26:00,16544.94,63839.99,47162.98,366.00,-56.108398
2017-09-12T15:31:00,16563.06,63839.99,47213.57,366.00,-49.075000
2017-09-12T15:36:00,16577.39,63839.99,47229.79,366.00,-34.987695
2017-09-12T15:41:00,16631.41,63839.99,47191.67,366.00,-18.247991
2017-09-12T15:46:00,16759.23,63839.99,17865.54,48.35,3.380859
2017-09-12T15:51:00,16556.89,63839.99,47109.99,366.00,-4.750349
2017-09-12T15:56:00,16581.86,63839.99,47125.94,366.00,-6.563639
2017-09-12T16:01:00,16596.40,63839.99,47128.68,366.00,-6.335606
2017-09-12T16:06:00,16646.38,63839.99,47124.82,366.00,-3.651758
2017-09-12T16:11:00,16724.79,63839.99,37985.66,155.25,1.053069
2017-09-12T16:16:00,16549.87,63839.99,47089.89,366.00,-1.904726
2017-09-12T16:21:00,16592.46,63839.99,47101.31,366.00,-2.492471
2017-09-12T16:26:00,16601.40,63839.99,47105.75,366.00,-2.588756
2017-09-12T16:31:00,16651.41,63839.99,47115.44,366.00,-1.492963
2017-09-12T16:36:00,16722.59,63839.99,41174.17,239.00,0.684044
2017-09-12T16:41:00,16584.77,63839.99,47080.20,366.00,-0.218167
2017-09-12T16:46:00,16609.70,63839.99,47089.89,366.00,-0.466828
2017-09-12T16:51:00,16590.76,63839.99,47097.06,366.00,-0.911889
2017-09-12T16:56:00,16611.97,63839.99,47108.03,366.00,-0.954066
2017-09-12T17:01:00,16617.47,63839.99,47111.17,366.00,-0.909256
2017-09-12T17:06:00,16495.00,63839.99,47107.42,366.00,-2.196418
2017-09-12T17:11:00,16514.51,63839.99,47113.75,366.00,-2.970510
2017-09-12T17:16:00,16549.23,63839.99,47126.52,366.00,-3.225174
2017-09-12T17:21:00,16578.35,63839.99,47135.75,366.00,-3.148992
2017-09-12T17:26:00,16651.06,63839.99,47128.00,366.00,-2.486499
2017-09-12T17:31:00,16507.42,63839.99,47141.42,366.00,-2.999188
2017-09-12T17:36:00,16530.47,63839.99,47146.54,366.00,-3.233194
2017-09-12T17:41:00,16546.71,63839.99,47149.84,366.00,-3.297770
2017-09-12T17:46:00,16545.54,63839.99,47165.05,366.00,-3.337758
2017-09-12T17:51:00,16603.53,63839.99,47162.29,366.00,-3.022260
2017-09-12T17:56:00,16451.49,63839.99,47163.76,366.00,-3.557664
2017-09-12T18:01:00,16513.38,63839.99,47167.43,366.00,-3.674002
2017-09-12T18:06:00,16471.49,63839.99,47175.43,366.00,-3.953469
2017-09-12T18:11:00,16560.83,63839.99,47184.91,366.00,-3.768628
2017-09-12T18:16:00,16594.20,63839.99,47178.84,366.00,-3.453683
2017-09-12T18:21:00,16494.72,63839.99,47195.92,366.00,-3.574705
2017-09-12T18:26:00,16539.87,63839.99,47199.50,366.00,-3.490635
2017-09-12T18:31:00,16528.84,63839.99,47199.26,366.00,-3.446148
2017-09-12T18:36:00,16588.00,63839.99,47202.17,366.00,-3.189728
2017-09-12T18:41:00,16608.85,63839.99,47189.94,366.00,-2.888351
2017-09-12T18:46:00,16528.73,63839.99,47195.02,366.00,-2.872033
2017-09-12T18:51:00,16536.25,63839.99,47199.66,366.00,-2.826357
2017-09-12T18:56:00,16545.44,63839.99,47196.16,366.00,-2.751684
2017-09-12T19:01:00,16589.52,63839.99,47188.46,366.00,-2.556358
2017-09-12T19:06:00,16628.11,63839.99,47172.46,366.00,-2.275502
2017-09-12T19:11:00,16469.61,63839.99,47184.84,366.00,-2.426852
2017-09-12T19:16:00,16483.23,63839.99,47187.23,366.00,-2.521114
2017-09-12T19:21:00,16523.48,63839.99,47185.77,366.00,-2.503861
2017-09-12T19:26:00,16578.38,63839.99,47183.38,366.00,-2.358682
2017-09-12T19:31:00,16549.98,63839.99,47199.98,366.00,-2.286333
2017-09-12T19:36:00,16451.80,63839.99,47194.30,366.00,-2.422890
2017-09-12T19:41:00,16498.73,63839.99,47197.67,366.00,-2.445139
2017-09-12T19:46:00,16524.09,63839.99,47196.42,366.00,-2.410883
2017-09-12T19:51:00,16586.68,63839.99,47196.64,366.00,-2.257972
2017-09-12T19:56:00,16597.71,63839.99,47198.76,366.00,-2.096483
2017-09-12T20:01:00,16488.16,63839.99,47200.36,366.00,-2.139550
2017-09-12T20:06:00,16526.96,63839.99,47206.43,366.00,-2.108993
2017-09-12T20:11:00,16545.12,63839.99,47198.95,366.00,-2.048167
2017-09-12T20:16:00,16580.23,63839.99,47197.78,366.00,-1.934178
2017-09-12T20:21:00,16618.25,63839.99,47185.20,366.00,-1.769495
2017-09-12T20:26:00,16524.69,63839.99,47195.54,366.00,-1.756599
2017-09-12T20:31:00,16555.44,63839.99,47198.21,366.00,-1.697994
2017-09-12T20:36:00,16547.03,63839.99,47193.22,366.00,-1.654013
2017-09-12T20:41:00,16566.50,63839.99,47189.57,366.00,-1.585249
