DateTime,Metric,Capacity,CR,TR,beta,beta_std,TrBand
2017-09-14T00:00:00,267366.44,100.00,0.00,0.00,0.000000,NaN,NaN
2017-09-14T00:05:00,267366.44,100.00,0.00,0.00,0.000000,NaN,0.000000
2017-09-14T00:10:00,267366.44,100.00,0.00,0.00,0.000000,NaN,0.000000
2017-09-14T00:15:00,267366.44,100.00,0.00,0.00,0.000000,0.000000,-3712.031250
2017-09-14T00:20:00,267366.44,100.00,0.00,0.00,0.000000,0.000000,-1856.019531
2017-09-14T00:25:00,267366.44,100.00,0.00,0.00,0.000000,Infinity,-2784.031250
2017-09-14T00:30:00,267366.44,100.00,0.00,0.00,0.000000,0.000000,-1938.277344
2017-09-14T00:35:00,267366.44,100.00,0.00,0.00,0.000000,Infinity,-2570.656250
2017-09-14T00:40:00,267366.44,100.00,0.00,0.00,0.000000,0.000000,-1981.937500
2017-09-14T00:45:00,267366.44,100.00,0.00,0.00,0.000000,Infinity,-2461.679688
2017-09-14T00:50:00,267366.44,100.00,0.00,0.00,0.000000,Infinity,-2941.421875
2017-09-14T00:55:00,267366.44,100.00,0.00,0.00,0.000000,0.000000,-2764.695313
2017-09-14T01:00:00,267366.44,100.00,0.00,0.00,0.000000,0.000000,-2417.890625
2017-09-14T01:05:00,267366.44,100.00,0.00,0.00,0.000000,Infinity,-2417.890625
2017-09-14T01:10:00,267366.44,100.00,0.00,0.00,0.000000,0.000000,-1973.710938
2017-09-14T01:15:00,267366.44,100.00,0.00,0.00,0.000000,0.000000,-2157.554688
2017-09-14T01:20:00,267366.44,100.00,0.00,0.00,0.000000,0.000000,-2076.765625
2017-09-14T01:25:00,267366.44,100.00,0.00,0.00,0.000000,Infinity,-2076.765625
2017-09-14T01:30:00,267366.44,100.00,0.00,0.00,-0.000000,0.000000,-4650.406250
2017-09-14T01:35:00,267366.44,100.00,0.00,0.00,-0.000000,0.000000,-7295.718750
2017-09-14T01:40:00,267366.44,100.00,0.00,0.00,-0.000000,0.000000,-65661.562500
2017-09-14T01:45:00,267366.44,100.00,0.00,0.00,-0.000000,0.000000,-1033835.500000
2017-09-14T01:50:00,267366.44,100.00,0.00,0.00,-0.000000,0.000000,0.000000
2017-09-14T01:55:00,267366.44,100.00,0.00,0.00,-0.000000,0.000000,0.000000
2017-09-14T02:00:00,267366.44,100.00,0.00,0.00,-0.000000,0.000000,0.000000
2017-09-14T02:05:00,267366.44,100.00,0.00,0.00,-0.000000,0.000000,0.000000
2017-09-14T02:10:00,265225.66,100.00,0.00,0.00,-16.990317,0.108156,0.000000
2017-09-14T02:15:00,265225.66,100.00,0.00,0.00,-30.465397,0.234588,0.000000
2017-09-14T02:20:00,265225.66,100.00,0.00,0.00,-41.128286,0.380655,0.000000
2017-09-14T02:25:00,265225.66,100.00,0.00,0.00,-49.530839,0.528852,0.000000
2017-09-14T02:30:00,265225.66,100.00,0.00,0.00,-56.109153,0.664170,0.000000
2017-09-14T02:35:00,265225.66,100.00,0.00,0.00,-61.209985,0.773673,0.000000
2017-09-14T02:40:00,265225.66,100.00,0.00,0.00,-65.110622,0.846160,0.000000
2017-09-14T02:45:00,265225.66,100.00,0.00,0.00,-68.033956,0.871888,0.000000
2017-09-14T02:50:00,265225.66,100.00,0.00,0.00,-70.160017,0.842344,0.000000
2017-09-14T02:55:00,265225.66,100.00,0.00,0.00,-71.634852,0.750063,0.000000
2017-09-14T03:00:00,265225.66,100.00,0.00,0.00,-72.577416,0.588473,0.000000
2017-09-14T03:05:00,265225.66,100.00,0.00,0.00,-73.084950,0.351766,0.000000
2017-09-14T03:10:00,265225.66,100.00,0.00,0.00,-73.237211,0.206327,0.000000
2017-09-14T03:15:00,265225.66,100.00,0.00,0.00,-73.099805,0.117469,0.000000
2017-09-14T03:20:00,265225.66,100.00,0.00,0.00,-72.726847,0.063969,0.000000
2017-09-14T03:25:00,265225.66,100.00,0.00,0.00,-72.163073,0.032646,0.000000
2017-09-14T03:30:00,265225.66,100.00,0.00,0.00,-71.445542,0.015213,0.000000
2017-09-14T03:35:00,265225.66,100.00,0.00,0.00,-70.605006,0.006416,0.000000
2017-09-14T03:40:00,265225.66,100.00,0.00,0.00,-69.667017,0.002908,0.000000
2017-09-14T03:45:00,265225.66,100.00,0.00,0.00,-68.652828,0.002548,0.000000
2017-09-14T03:50:00,265225.66,100.00,0.00,0.00,-67.580127,0.003972,0.000000
2017-09-14T03:55:00,265225.66,100.00,0.00,0.00,-66.463643,0.006317,0.000000
2017-09-14T04:00:00,265225.66,100.00,0.00,0.00,-65.315635,0.009042,0.000000
2017-09-14T04:05:00,265225.66,100.00,0.00,0.00,-64.146301,0.011817,0.000000
2017-09-14T04:10:00,265225.66,100.00,0.00,0.00,-62.964118,0.014448,0.000000
2017-09-14T04:15:00,265225.66,100.00,0.00,0.00,-61.776115,0.016829,0.000000
2017-09-14T04:20:00,269085.78,100.00,0.00,0.00,-52.495618,0.043024,0.000000
2017-09-14T04:25:00,269085.78,100.00,0.00,0.00,-44.102739,0.111339,0.000000
2017-09-14T04:30:00,269085.78,100.00,0.00,0.00,-36.506833,0.245308,0.000000
2017-09-14T04:35:00,269085.78,100.00,0.00,0.00,-29.627595,0.475779,0.000000
2017-09-14T04:40:00,269085.78,100.00,0.00,0.00,-23.393748,0.849350,0.000000
2017-09-14T04:45:00,269085.78,100.00,0.00,0.00,-17.741903,1.449388,0.000000
2017-09-14T04:50:00,269085.78,100.00,0.00,0.00,-12.615592,2.459194,0.000000
2017-09-14T04:55:00,269085.78,100.00,0.00,0.00,-7.964423,4.416742,0.000000
2017-09-14T05:00:00,269085.78,100.00,0.00,0.00,-3.743354,10.035094,0.000000
2017-09-14T05:05:00,269085.78,100.00,0.00,0.00,0.087943,427.665307,0.000000
2017-09-14T05:10:00,269085.78,100.00,0.00,0.00,3.565627,9.753056,0.000000
2017-09-14T05:15:00,269085.78,100.00,0.00,0.00,6.722167,4.250325,0.000000
2017-09-14T05:20:00,269085.78,100.00,0.00,0.00,9.586761,2.450550,0.000000
2017-09-14T05:25:00,269085.78,100.00,0.00,0.00,12.185704,1.586203,0.000000
2017-09-14T05:30:00,269085.78,100.00,0.00,0.00,14.542703,1.094025,0.000000
2017-09-14T05:35:00,269085.78,100.00,0.00,0.00,16.679163,0.785356,0.000000
2017-09-14T05:40:00,269085.78,100.00,0.00,0.00,18.614433,0.579399,0.000000
2017-09-14T05:45:00,269085.78,100.00,0.00,0.00,20.366022,0.435948,0.000000
2017-09-14T05:50:00,269085.78,100.00,0.00,0.00,21.949798,0.332855,0.000000
2017-09-14T05:55:00,269085.78,100.00,0.00,0.00,23.380152,0.256987,0.000000
2017-09-14T06:00:00,269085.78,100.00,0.00,0.00,24.670151,0.200115,0.000000
2017-09-14T06:05:00,269085.78,100.00,0.00,0.00,25.831675,0.156854,0.000000
2017-09-14T06:10:00,269085.78,100.00,0.00,0.00,26.875531,0.123555,0.000000
2017-09-14T06:15:00,269085.78,100.00,0.00,0.00,27.811562,0.097677,0.000000
2017-09-14T06:20:00,269085.78,100.00,0.00,0.00,28.648742,0.077410,0.000000
2017-09-14T06:25:00,269085.78,100.00,0.00,0.00,29.395259,0.061434,-571.451571
2017-09-14T06:30:00,267699.03,100.00,0.00,0.00,28.742054,0.047875,-94.315680
2017-09-14T06:35:00,267699.03,100.00,0.00,0.00,28.110016,0.034857,-42.992560
2017-09-14T06:40:00,267699.03,100.00,0.00,0.00,27.498262,0.023607,-23.177613
2017-09-14T06:45:00,267699.03,100.00,0.00,0.00,26.905949,0.014866,-12.902459
2017-09-14T06:50:00,267699.03,100.00,0.00,0.00,26.332280,0.008965,-7.249958
2017-09-14T06:55:00,267699.03,100.00,0.00,0.00,25.776495,0.005880,-4.557451
2017-09-14T07:00:00,267699.03,100.00,0.00,0.00,25.237873,0.005292,-3.997709
2017-09-14T07:05:00,267699.03,100.00,0.00,0.00,24.715726,0.006622,-4.942105
2017-09-14T07:10:00,267699.03,100.00,0.00,0.00,24.209401,0.009082,-6.778520
2017-09-14T07:15:00,267699.03,100.00,0.00,0.00,23.718276,0.011698,-8.829743
2017-09-14T07:20:00,267699.03,100.00,0.00,0.00,23.241758,0.013350,-10.265749
2017-09-14T07:25:00,267699.03,100.00,0.00,0.00,22.779283,0.012790,-10.043003
2017-09-14T07:30:00,267699.03,100.00,0.00,0.00,22.330313,0.012259,-9.828254
2017-09-14T07:35:00,267699.03,100.00,0.00,0.00,21.894334,0.011754,-9.621036
2017-09-14T07:40:00,267699.03,100.00,0.00,0.00,21.470857,0.011275,-9.420926
2017-09-14T07:45:00,267699.03,100.00,0.00,0.00,21.059416,0.010820,-9.227537
2017-09-14T07:50:00,267699.03,100.00,0.00,0.00,20.659564,0.010387,-9.040512
2017-09-14T07:55:00,267699.03,100.00,0.00,0.00,20.270876,0.009975,-8.859527
2017-09-14T08:00:00,267699.03,100.00,0.00,0.00,19.892945,0.009583,-8.684278
2017-09-14T08:05:00,267699.03,100.00,0.00,0.00,19.525384,0.009210,-8.514489
2017-09-14T08:10:00,267699.03,100.00,0.00,0.00,19.167819,0.008854,-8.349900
2017-09-14T08:15:00,267699.03,100.00,0.00,0.00,18.819897,0.008516,-8.190272
2017-09-14T08:20:00,267699.03,100.00,0.00,0.00,18.481277,0.008193,-8.035381
2017-09-14T08:25:00,267699.03,100.00,0.00,0.00,18.151635,0.007885,-7.885019
2017-09-14T08:30:00,267699.03,100.00,0.00,0.00,17.830658,0.007591,-7.738992
2017-09-14T08:35:00,267699.03,100.00,0.00,0.00,17.518050,0.007311,-7.597117
2017-09-14T08:40:00,265914.06,100.00,0.00,0.00,16.251276,0.009333,-9.443511
2017-09-14T08:45:00,265914.06,100.00,0.00,0.00,15.046269,0.013775,-13.740846
2017-09-14T08:50:00,265914.06,100.00,0.00,0.00,13.899770,0.021035,-21.060770
2017-09-14T08:55:00,265914.06,100.00,0.00,0.00,12.808711,0.031355,-32.377817
2017-09-14T09:00:00,265914.06,100.00,0.00,0.00,11.770209,0.044788,-49.667982
2017-09-14T09:05:00,265914.06,100.00,0.00,0.00,10.781548,0.061151,-77.288877
2017-09-14T09:10:00,265914.06,100.00,0.00,0.00,9.840171,0.079964,-125.901589
2017-09-14T09:15:00,265914.06,100.00,0.00,0.00,8.943666,0.100351,-227.043040
2017-09-14T09:20:00,265914.06,100.00,0.00,0.00,8.089763,0.120907,-516.410271
2017-09-14T09:25:00,265914.06,100.00,0.00,0.00,7.276319,0.139486,-2808.338584
2017-09-14T09:30:00,265914.06,100.00,0.00,0.00,6.501310,0.152886,0.000000
2017-09-14T09:35:00,265914.06,100.00,0.00,0.00,5.762829,0.156339,0.000000
2017-09-14T09:40:00,265914.06,100.00,0.00,0.00,5.059072,0.161479,0.000000
2017-09-14T09:45:00,265914.06,100.00,0.00,0.00,4.388336,0.168853,0.000000
2017-09-14T09:50:00,265914.06,100.00,0.00,0.00,3.749011,0.179326,0.000000
2017-09-14T09:55:00,265914.06,100.00,0.00,0.00,3.139575,0.194341,0.000000
2017-09-14T10:00:00,265914.06,100.00,0.00,0.00,2.558588,0.216482,0.000000
2017-09-14T10:05:00,265914.06,100.00,0.00,0.00,2.004686,0.250881,0.000000
2017-09-14T10:10:00,265914.06,100.00,0.00,0.00,1.476579,0.309346,0.000000
2017-09-14T10:15:00,265914.06,100.00,0.00,0.00,0.973046,0.426423,0.000000
2017-09-14T10:20:00,265914.06,100.00,0.00,0.00,0.492927,0.764788,0.000000
2017-09-14T10:25:00,265914.06,100.00,0.00,0.00,0.035127,9.752211,0.000000
2017-09-14T10:30:00,265914.06,100.00,0.00,0.00,-0.401396,0.775613,0.000000
2017-09-14T10:35:00,265914.06,100.00,0.00,0.00,-0.817629,0.346089,0.000000
2017-09-14T10:40:00,265914.06,100.00,0.00,0.00,-1.214507,0.211792,0.000000
