ST_16nodes_Large_HA_1_10.134.21.1 - CPU|Demand (MHz)

Date & Time,Value,Low DT,High DT,Smooth,
2017-09-02T17:21+0000,6817.74560546875,-,-,-,
2017-09-02T17:26+0000,5362.0615234375,-,-,-,
2017-09-02T17:31+0000,5351.0830078125,-,-,-,
2017-09-02T17:36+0000,8646.4580078125,-,-,-,
2017-09-02T17:41+0000,5053.86181640625,-,-,-,
2017-09-02T17:46+0000,5201.0615234375,-,-,-,
2017-09-02T17:51+0000,4714.99560546875,-,-,-,
2017-09-02T17:56+0000,4468.61962890625,-,-,-,
2017-09-02T18:28+0000,6389.39404296875,-,-,-,
2017-09-02T18:33+0000,5802.80224609375,-,-,-,
2017-09-02T18:38+0000,5674.861328125,-,-,-,
2017-09-02T18:43+0000,5247.123046875,-,-,-,
2017-09-02T18:48+0000,4381.03564453125,-,-,-,
2017-09-02T18:53+0000,6213.85791015625,-,-,-,
2017-09-02T18:58+0000,4608.091796875,-,-,-,
2017-09-02T19:03+0000,4186.5478515625,-,-,-,
2017-09-02T19:08+0000,6545.0576171875,-,-,-,
2017-09-02T19:13+0000,4322.46240234375,-,-,-,
2017-09-02T19:18+0000,5729.75439453125,-,-,-,
2017-09-02T19:23+0000,4872.9287109375,-,-,-,
2017-09-02T19:28+0000,4605.8837890625,-,-,-,
2017-09-02T19:33+0000,8219.2724609375,-,-,-,
2017-09-02T19:38+0000,4341.47607421875,-,-,-,
2017-09-02T19:43+0000,5040.06201171875,-,-,-,
2017-09-02T19:48+0000,5310.23486328125,-,-,-,
2017-09-02T19:53+0000,4727.26220703125,-,-,-,
2017-09-02T19:58+0000,5154.5712890625,-,-,-,
2017-09-02T20:03+0000,7413.65966796875,-,-,-,
2017-09-02T20:08+0000,5466.2666015625,-,-,-,
2017-09-02T20:13+0000,5352.861328125,-,-,-,
2017-09-02T20:18+0000,5966.1943359375,-,-,-,
2017-09-02T20:23+0000,4225.86279296875,-,-,-,
2017-09-02T20:28+0000,4348.65185546875,-,-,-,
2017-09-02T20:33+0000,5034.41943359375,-,-,-,
2017-09-02T20:38+0000,4368.46240234375,-,-,-,
2017-09-02T20:43+0000,4904.88330078125,-,-,-,
2017-09-02T20:48+0000,5368.19482421875,-,-,-,
2017-09-02T20:53+0000,4552.46240234375,-,-,-,
2017-09-02T20:58+0000,4590.61181640625,-,-,-,
2017-09-02T21:03+0000,8551.2080078125,-,-,-,
2017-09-02T21:08+0000,5360.5283203125,-,-,-,
2017-09-02T21:13+0000,6829.8896484375,-,-,-,
2017-09-02T21:18+0000,5616.04248046875,-,-,-,
2017-09-02T21:23+0000,4949.59521484375,-,-,-,
2017-09-02T21:28+0000,5014.9150390625,-,-,-,
2017-09-02T21:33+0000,4106.2626953125,-,-,-,
2017-09-02T21:38+0000,5402.05078125,-,-,-,
2017-09-02T21:43+0000,5944.7275390625,-,-,-,
2017-09-02T21:48+0000,4408.3291015625,-,-,-,
2017-09-02T21:53+0000,6157.86083984375,-,-,-,
2017-09-02T21:58+0000,4363.18798828125,-,-,-,
2017-09-02T22:03+0000,5593.5947265625,-,-,-,
2017-09-02T22:08+0000,5120.1630859375,-,-,-,
2017-09-02T22:13+0000,6021.76220703125,-,-,-,
2017-09-02T22:18+0000,5705.52783203125,-,-,-,
2017-09-02T22:23+0000,4364.47607421875,-,-,-,
2017-09-02T22:28+0000,6085.6103515625,-,-,-,
2017-09-02T22:33+0000,5062.38720703125,-,-,-,
2017-09-02T22:38+0000,5349.794921875,-,-,-,
2017-09-02T22:43+0000,4702.4833984375,-,-,-,
2017-09-02T22:48+0000,5335.9951171875,-,-,-,
2017-09-02T22:53+0000,6056.90625,-,-,-,
2017-09-02T22:58+0000,5234.61083984375,-,-,-,
2017-09-02T23:03+0000,4585.091796875,-,-,-,
2017-09-02T23:08+0000,6157.86083984375,-,-,-,
2017-09-02T23:13+0000,5815.927734375,-,-,-,
2017-09-02T23:18+0000,4787.06201171875,-,-,-,
2017-09-02T23:23+0000,5715.03466796875,-,-,-,
2017-09-02T23:28+0000,5788.32763671875,-,-,-,
2017-09-02T23:33+0000,6349.52734375,-,-,-,
2017-09-02T23:38+0000,5685.96240234375,-,-,-,
2017-09-02T23:43+0000,4315.7158203125,-,-,-,
2017-09-02T23:48+0000,6847.00146484375,-,-,-,
2017-09-02T23:53+0000,4612.26220703125,-,-,-,
2017-09-02T23:58+0000,4471.74755859375,-,-,-,
2017-09-03T00:03+0000,5224.0615234375,-,-,-,
2017-09-03T00:08+0000,5046.37939453125,-,-,-,
2017-09-03T00:13+0000,4902.06201171875,-,-,-,
2017-09-03T00:18+0000,5156.59521484375,-,-,-,
2017-09-03T00:23+0000,4524.73974609375,-,-,-,
2017-09-03T00:28+0000,5107.5283203125,-,-,-,
2017-09-03T00:33+0000,4644.46240234375,-,-,-,
2017-09-03T00:38+0000,4873.97119140625,-,-,-,
2017-09-03T00:43+0000,5021.5390625,-,-,-,
2017-09-03T00:48+0000,5436.82666015625,-,-,-,
2017-09-03T00:53+0000,5064.59521484375,-,-,-,
2017-09-03T00:58+0000,5188.2431640625,-,-,-,
2017-09-03T01:03+0000,4156.86279296875,-,-,-,
2017-09-03T01:08+0000,5670.87451171875,-,-,-,
2017-09-03T01:13+0000,6423.12744140625,-,-,-,
2017-09-03T01:18+0000,5188.794921875,-,-,-,
2017-09-03T01:23+0000,7003.4013671875,-,-,-,
2017-09-03T01:28+0000,4560.98779296875,-,-,-,
2017-09-03T01:33+0000,5668.72802734375,-,-,-,
2017-09-03T01:38+0000,4365.39599609375,-,-,-,
2017-09-03T01:43+0000,4999.8271484375,-,-,-,
2017-09-03T01:48+0000,4422.12890625,-,-,-,
2017-09-03T01:53+0000,4726.4033203125,-,-,-,
2017-09-03T01:58+0000,7551.65966796875,-,-,-,
2017-09-03T02:03+0000,6317.81787109375,-,-,-,
2017-09-03T02:08+0000,6062.79443359375,-,-,-,
2017-09-03T02:13+0000,5840.4609375,-,-,-,
2017-09-03T02:18+0000,5848.80224609375,-,-,-,
2017-09-03T02:23+0000,5378.86669921875,-,-,-,
2017-09-03T02:28+0000,5202.59521484375,-,-,-,
2017-09-03T02:33+0000,4745.662109375,-,-,-,
2017-09-03T02:38+0000,4546.6357421875,-,-,-,
2017-09-03T02:43+0000,5101.39501953125,-,-,-,
2017-09-03T02:48+0000,4523.81982421875,-,-,-,
2017-09-03T02:53+0000,6458.39404296875,-,-,-,
2017-09-03T02:58+0000,5397.0830078125,-,-,-,
2017-09-03T03:03+0000,4984.86181640625,-,-,-,
2017-09-03T03:08+0000,4679.11572265625,-,-,-,
2017-09-03T03:13+0000,5619.72265625,-,-,-,
2017-09-03T03:18+0000,5449.46142578125,-,-,-,
2017-09-03T03:23+0000,5102.92822265625,-,-,-,
2017-09-03T03:28+0000,4568.16357421875,-,-,-,
2017-09-03T03:33+0000,7393.72607421875,-,-,-,
2017-09-03T03:38+0000,4461.99560546875,-,-,-,
2017-09-03T03:43+0000,6759.2333984375,-,-,-,
2017-09-03T03:48+0000,5860.0263671875,-,-,-,
2017-09-03T03:53+0000,5260.55517578125,-,-,-,
2017-09-03T03:58+0000,5872.53857421875,-,-,-,
2017-09-03T04:03+0000,5696.328125,-,-,-,
2017-09-03T04:08+0000,5757.6611328125,-,-,-,
2017-09-03T04:13+0000,4291.97998046875,-,-,-,
2017-09-03T04:18+0000,4823.8623046875,-,-,-,
2017-09-03T04:23+0000,5609.78662109375,-,-,-,
2017-09-03T04:28+0000,4661.3291015625,-,-,-,
2017-09-03T04:33+0000,5642.6611328125,-,-,-,
2017-09-03T04:38+0000,4613.427734375,-,-,-,
2017-09-03T04:43+0000,6373.75390625,-,-,-,
2017-09-03T04:48+0000,5454.0615234375,-,-,-,
2017-09-03T04:53+0000,5823.7783203125,-,-,-,
2017-09-03T04:58+0000,5201.0615234375,-,-,-,
2017-09-03T05:03+0000,5227.98681640625,-,-,-,
2017-09-03T05:08+0000,5685.5947265625,-,-,-,
2017-09-03T05:13+0000,6439.99365234375,-,-,-,
2017-09-03T05:18+0000,4793.5634765625,-,-,-,
2017-09-03T05:23+0000,4792.275390625,-,-,-,
2017-09-03T05:28+0000,5101.39501953125,-,-,-,
2017-09-03T05:33+0000,5428.73095703125,-,-,-,
2017-09-03T05:38+0000,5809.79443359375,-,-,-,
2017-09-03T05:43+0000,4600.36376953125,-,-,-,
2017-09-03T05:48+0000,6121.06103515625,-,-,-,
2017-09-03T05:53+0000,5081.52294921875,-,-,-,
2017-09-03T05:58+0000,4590.0595703125,-,-,-,
2017-09-03T06:03+0000,6265.3779296875,-,-,-,
2017-09-03T06:08+0000,5332.92822265625,-,-,-,
2017-09-03T06:13+0000,5910.994140625,-,-,-,
2017-09-03T06:18+0000,5139.115234375,-,-,-,
2017-09-03T06:23+0000,5280.794921875,-,-,-,
2017-09-03T06:28+0000,5405.1787109375,-,-,-,
2017-09-03T06:33+0000,5289.9951171875,-,-,-,
2017-09-03T06:38+0000,5890.75439453125,-,-,-,
2017-09-03T06:43+0000,5314.65087890625,-,-,-,
2017-09-03T06:48+0000,5581.328125,-,-,-,
2017-09-03T06:53+0000,8306.8564453125,-,-,-,
2017-09-03T06:58+0000,5918.6611328125,-,-,-,
2017-09-03T07:03+0000,4926.2275390625,-,-,-,
2017-09-03T07:08+0000,6761.99365234375,-,-,-,
2017-09-03T07:13+0000,4939.84326171875,-,-,-,
2017-09-03T07:18+0000,5393.03466796875,-,-,-,
2017-09-03T07:23+0000,4886.728515625,-,-,-,
2017-09-03T07:28+0000,7098.34521484375,-,-,-,
2017-09-03T07:33+0000,4595.3955078125,-,-,-,
2017-09-03T07:38+0000,5462.77099609375,-,-,-,
2017-09-03T07:43+0000,5719.32763671875,-,-,-,
2017-09-03T07:48+0000,7488.97705078125,-,-,-,
2017-09-03T07:53+0000,6544.26025390625,-,-,-,
2017-09-03T07:58+0000,4948.123046875,-,-,-,
2017-09-03T08:03+0000,6525.185546875,-,-,-,
2017-09-03T08:08+0000,5174.9951171875,-,-,-,
2017-09-03T08:13+0000,5644.9306640625,-,-,-,
2017-09-03T08:18+0000,4987.9287109375,-,-,-,
2017-09-03T08:23+0000,5745.9462890625,-,-,-,
2017-09-03T08:28+0000,4748.115234375,-,-,-,
2017-09-03T08:33+0000,5973.3701171875,-,-,-,
2017-09-03T08:38+0000,7554.72607421875,-,-,-,
2017-09-03T08:43+0000,5897.01025390625,-,-,-,
2017-09-03T08:48+0000,7066.697265625,-,-,-,
2017-09-03T08:53+0000,5799.06103515625,-,-,-,
2017-09-03T08:58+0000,8194.7998046875,-,-,-,
2017-09-03T09:03+0000,7559.6328125,-,-,-,
2017-09-03T09:08+0000,7771.41650390625,-,-,-,
2017-09-03T09:13+0000,6062.79443359375,-,-,-,
2017-09-03T09:18+0000,5496.99462890625,-,-,-,
2017-09-03T09:23+0000,6492.126953125,-,-,-,
2017-09-03T09:28+0000,6323.337890625,-,-,-,
2017-09-03T09:33+0000,7304.79296875,-,-,-,
2017-09-03T09:38+0000,7359.9931640625,-,-,-,
2017-09-03T09:43+0000,6466.1220703125,-,-,-,
2017-09-03T09:48+0000,6467.59375,-,-,-,
2017-09-03T09:53+0000,6429.68994140625,-,-,-,
2017-09-03T09:58+0000,7945.7255859375,-,-,-,
2017-09-03T10:03+0000,6591.7939453125,-,-,-,
2017-09-03T10:08+0000,6111.73828125,-,-,-,
2017-09-03T10:13+0000,6455.6337890625,-,-,-,
2017-09-03T10:18+0000,9006.791015625,-,-,-,
2017-09-03T10:23+0000,6292.7939453125,-,-,-,
2017-09-03T10:28+0000,6463.5458984375,-,-,-,
2017-09-03T10:33+0000,7346.19287109375,-,-,-,
2017-09-03T10:38+0000,7529.0888671875,-,-,-,
2017-09-03T10:43+0000,5895.6611328125,-,-,-,
2017-09-03T10:48+0000,7149.865234375,-,-,-,
2017-09-03T10:53+0000,7904.32568359375,-,-,-,
2017-09-03T10:58+0000,6271.6337890625,-,-,-,
2017-09-03T11:03+0000,6634.11376953125,-,-,-,
2017-09-03T11:08+0000,7573.1259765625,-,-,-,
2017-09-03T11:13+0000,10098.4619140625,-,-,-,
2017-09-03T11:18+0000,7505.65966796875,-,-,-,
2017-09-03T11:23+0000,6149.826171875,-,-,-,
2017-09-03T11:28+0000,6792.66015625,-,-,-,
2017-09-03T11:33+0000,5782.1943359375,-,-,-,
2017-09-03T11:38+0000,5016.939453125,-,-,-,
2017-09-03T11:43+0000,6788.67333984375,-,-,-,
2017-09-03T11:48+0000,10887.8359375,-,-,-,
2017-09-03T11:53+0000,5341.8828125,-,-,-,
2017-09-03T11:58+0000,6277.46044921875,-,-,-,
2017-09-03T12:03+0000,5003.69140625,-,-,-,
2017-09-03T12:08+0000,7089.3291015625,-,-,-,
2017-09-03T12:13+0000,5970.79443359375,-,-,-,
2017-09-03T12:18+0000,6141.17822265625,-,-,-,
2017-09-03T12:23+0000,5799.06103515625,-,-,-,
2017-09-03T12:28+0000,4641.3955078125,-,-,-,
2017-09-03T12:33+0000,4797.0595703125,-,-,-,
2017-09-03T12:38+0000,5218.787109375,-,-,-,
2017-09-03T12:43+0000,5515.39453125,-,-,-,
2017-09-03T12:48+0000,5149.05126953125,-,-,-,
2017-09-03T12:53+0000,5492.39453125,-,-,-,
2017-09-03T12:58+0000,4515.171875,-,-,-,
2017-09-03T13:03+0000,4063.63623046875,-,-,-,
2017-09-03T13:08+0000,4253.7080078125,-,-,-,
2017-09-03T13:13+0000,4087.004150390625,-,-,-,
2017-09-03T13:18+0000,4678.1953125,-,-,-,
2017-09-03T13:23+0000,4191.33203125,-,-,-,
2017-09-03T13:28+0000,5457.1279296875,-,-,-,
2017-09-03T13:33+0000,4276.46240234375,-,-,-,
2017-09-03T13:38+0000,5150.4619140625,-,-,-,
2017-09-03T13:43+0000,5007.18701171875,-,-,-,
2017-09-03T13:48+0000,4945.9150390625,-,-,-,
2017-09-03T13:53+0000,5904.86083984375,-,-,-,
2017-09-03T13:58+0000,4314.7958984375,-,-,-,
2017-09-03T14:03+0000,4909.4833984375,-,-,-,
2017-09-03T14:08+0000,7700.57666015625,-,-,-,
2017-09-03T14:13+0000,8684.7919921875,-,-,-,
2017-09-03T14:18+0000,9135.5908203125,-,-,-,
2017-09-03T14:23+0000,9291.806640625,-,-,-,
2017-09-03T14:28+0000,9216.857421875,-,-,-,
2017-09-03T14:33+0000,9560.32421875,-,-,-,
2017-09-03T14:38+0000,9032.7353515625,-,-,-,
2017-09-03T14:43+0000,10317.6064453125,-,-,-,
2017-09-03T14:48+0000,11551.140625,-,-,-,
2017-09-03T14:53+0000,8698.591796875,-,-,-,
2017-09-03T14:58+0000,5212.89892578125,-,-,-,
2017-09-03T15:03+0000,7164.033203125,-,-,-,
2017-09-03T15:08+0000,12193.66796875,-,-,-,
2017-09-03T15:13+0000,9465.2578125,-,-,-,
2017-09-03T15:18+0000,9542.966796875,-,-,-,
2017-09-03T15:23+0000,9824.1181640625,-,-,-,
2017-09-03T15:28+0000,9888.45703125,-,-,-,
2017-09-03T15:33+0000,9324.19140625,-,-,-,
2017-09-03T15:38+0000,9047.6396484375,-,-,-,
2017-09-03T15:43+0000,9749.5986328125,-,-,-,
2017-09-03T15:48+0000,9952.857421875,-,-,-,
2017-09-03T15:53+0000,9407.7265625,-,-,-,
2017-09-03T15:58+0000,6113.39404296875,-,-,-,
2017-09-03T16:03+0000,4760.25927734375,-,-,-,
2017-09-03T16:08+0000,4647.52880859375,-,-,-,
2017-09-03T16:13+0000,5921.29833984375,-,-,-,
2017-09-03T16:18+0000,5128.9951171875,-,-,-,
2017-09-03T16:23+0000,5189.53125,-,-,-,
2017-09-03T16:28+0000,4791.662109375,-,-,-,
2017-09-03T16:33+0000,4929.662109375,-,-,-,
2017-09-03T16:38+0000,5352.9228515625,-,-,-,
2017-09-03T16:43+0000,7528.35302734375,-,-,-,
2017-09-03T16:48+0000,7780.1259765625,-,-,-,
2017-09-03T16:53+0000,4882.12890625,-,-,-,
2017-09-03T16:58+0000,4961.00341796875,-,-,-,
2017-09-03T17:03+0000,4359.2626953125,-,-,-,
2017-09-03T17:08+0000,5487.05859375,-,-,-,
2017-09-03T17:13+0000,6084.2607421875,-,-,-,
2017-09-03T17:18+0000,5231.48291015625,-,-,-,
2017-09-03T17:23+0000,7315.09716796875,-,-,-,
2017-09-03T17:28+0000,5119.794921875,-,-,-,
2017-09-03T17:33+0000,5167.0830078125,-,-,-,
2017-09-03T17:38+0000,6260.59423828125,-,-,-,
2017-09-03T17:43+0000,5624.87451171875,-,-,-,
2017-09-03T17:48+0000,5812.92236328125,-,-,-,
2017-09-03T17:53+0000,6717.52685546875,-,-,-,
2017-09-03T17:58+0000,5377.39501953125,-,-,-,
2017-09-03T18:03+0000,5936.38623046875,-,-,-,
2017-09-03T18:08+0000,4658.26220703125,-,-,-,
2017-09-03T18:13+0000,4362.6357421875,-,-,-,
2017-09-03T18:18+0000,6030.59423828125,-,-,-,
2017-09-03T18:23+0000,5207.19482421875,-,-,-,
2017-09-03T18:28+0000,5596.6611328125,-,-,-,
2017-09-03T18:33+0000,5976.13037109375,-,-,-,
2017-09-03T18:38+0000,4262.66259765625,-,-,-,
2017-09-03T18:43+0000,7008.7373046875,-,-,-,
2017-09-03T18:48+0000,4673.595703125,-,-,-,
2017-09-03T18:53+0000,5203.3310546875,-,-,-,
2017-09-03T18:58+0000,5403.3388671875,-,-,-,
2017-09-03T19:03+0000,4703.4033203125,-,-,-,
2017-09-03T19:08+0000,5447.92822265625,-,-,-,
2017-09-03T19:13+0000,6163.994140625,-,-,-,
2017-09-03T19:18+0000,4342.580078125,-,-,-,
2017-09-03T19:23+0000,4954.1953125,-,-,-,
2017-09-03T19:28+0000,4547.5556640625,-,-,-,
2017-09-03T19:33+0000,6573.3935546875,-,-,-,
2017-09-03T19:38+0000,5419.16259765625,-,-,-,
2017-09-03T19:43+0000,4463.529296875,-,-,-,
2017-09-03T19:48+0000,7054.7373046875,-,-,-,
2017-09-03T19:53+0000,4317.8623046875,-,-,-,
2017-09-03T19:58+0000,5661.6748046875,-,-,-,
2017-09-03T20:03+0000,4838.45947265625,-,-,-,
2017-09-03T20:08+0000,4392.99560546875,-,-,-,
2017-09-03T20:13+0000,4749.4033203125,-,-,-,
2017-09-03T20:18+0000,5033.8671875,-,-,-,
2017-09-03T20:23+0000,4222.427734375,-,-,-,
2017-09-03T20:28+0000,4197.9560546875,-,-,-,
2017-09-03T20:33+0000,5352.9228515625,-,-,-,
2017-09-03T20:38+0000,5696.328125,-,-,-,
2017-09-03T20:43+0000,4882.12890625,-,-,-,
2017-09-03T20:48+0000,4563.19580078125,-,-,-,
2017-09-03T20:53+0000,4563.931640625,-,-,-,
2017-09-03T20:58+0000,4583.435546875,-,-,-,
2017-09-03T21:03+0000,5196.4619140625,-,-,-,
2017-09-03T21:08+0000,5036.25927734375,-,-,-,
2017-09-03T21:13+0000,7492.8408203125,-,-,-,
2017-09-03T21:18+0000,4877.52880859375,-,-,-,
2017-09-03T21:23+0000,5675.29052734375,-,-,-,
2017-09-03T21:28+0000,4892.92333984375,-,-,-,
2017-09-03T21:33+0000,6765.06005859375,-,-,-,
2017-09-03T21:38+0000,4394.8359375,-,-,-,
2017-09-03T21:43+0000,4373.67578125,-,-,-,
2017-09-03T21:48+0000,5377.2109375,-,-,-,
2017-09-03T21:53+0000,5633.46142578125,-,-,-,
2017-09-03T21:58+0000,4252.23583984375,-,-,-,
2017-09-03T22:03+0000,5191.0029296875,-,-,-,
2017-09-03T22:08+0000,4757.3154296875,-,-,-,
2017-09-03T22:13+0000,6269.42578125,-,-,-,
2017-09-03T22:18+0000,5950.86083984375,-,-,-,
2017-09-03T22:23+0000,4451.1396484375,-,-,-,
2017-09-03T22:28+0000,5065.14697265625,-,-,-,
2017-09-03T22:33+0000,5863.4609375,-,-,-,
2017-09-03T22:38+0000,4515.90771484375,-,-,-,
2017-09-03T22:43+0000,5036.9951171875,-,-,-,
2017-09-03T22:48+0000,6097.93798828125,-,-,-,
2017-09-03T22:53+0000,5500.0615234375,-,-,-,
2017-09-03T22:58+0000,4662.5556640625,-,-,-,
2017-09-03T23:03+0000,7617.04052734375,-,-,-,
2017-09-03T23:08+0000,4994.06201171875,-,-,-,
2017-09-03T23:13+0000,5892.59423828125,-,-,-,
2017-09-03T23:18+0000,4452.7958984375,-,-,-,
2017-09-03T23:23+0000,4892.00341796875,-,-,-,
2017-09-03T23:28+0000,4604.77978515625,-,-,-,
2017-09-03T23:33+0000,5642.17041015625,-,-,-,
2017-09-03T23:38+0000,5174.9951171875,-,-,-,
2017-09-03T23:43+0000,6341.86083984375,-,-,-,
2017-09-03T23:48+0000,4173.1162109375,-,-,-,
2017-09-03T23:53+0000,4799.267578125,-,-,-,
2017-09-03T23:58+0000,4787.3076171875,-,-,-,
2017-09-04T00:03+0000,5539.92822265625,-,-,-,
2017-09-04T00:08+0000,5455.5947265625,-,-,-,
2017-09-04T00:13+0000,6287.4580078125,-,-,-,
2017-09-04T00:18+0000,4418.93994140625,-,-,-,
2017-09-04T00:23+0000,5592.0615234375,-,-,-,
2017-09-04T00:28+0000,5504.90673828125,-,-,-,
2017-09-04T00:33+0000,6196.19384765625,-,-,-,
2017-09-04T00:38+0000,4459.9716796875,-,-,-,
2017-09-04T00:43+0000,5330.8427734375,-,-,-,
2017-09-04T00:48+0000,4584.662109375,-,-,-,
2017-09-04T00:53+0000,4940.3955078125,-,-,-,
2017-09-04T00:58+0000,4396.3076171875,-,-,-,
2017-09-04T01:03+0000,4276.46240234375,-,-,-,
2017-09-04T01:08+0000,4037.2626953125,-,-,-,
2017-09-04T01:13+0000,4706.53173828125,-,-,-,
2017-09-04T01:18+0000,5603.71484375,-,-,-,
2017-09-04T01:23+0000,5170.39501953125,-,-,-,
2017-09-04T01:28+0000,4840.8515625,-,-,-,
2017-09-04T01:33+0000,4282.595703125,-,-,-,
2017-09-04T01:38+0000,4551.0517578125,-,-,-,
2017-09-04T01:43+0000,4343.92919921875,-,-,-,
2017-09-04T01:48+0000,4433.84375,-,-,-,
2017-09-04T01:53+0000,4406.24365234375,-,-,-,
2017-09-04T01:58+0000,5733.61865234375,-,-,-,
2017-09-04T02:03+0000,5717.79443359375,-,-,-,
2017-09-04T02:08+0000,6699.43359375,-,-,-,
2017-09-04T02:13+0000,7310.92626953125,-,-,-,
2017-09-04T02:18+0000,4540.931640625,-,-,-,
2017-09-04T02:23+0000,4589.26220703125,-,-,-,
2017-09-04T02:28+0000,4753.8193359375,-,-,-,
2017-09-04T02:33+0000,5562.92822265625,-,-,-,
2017-09-04T02:38+0000,4784.17919921875,-,-,-,
2017-09-04T02:43+0000,4437.46240234375,-,-,-,
2017-09-04T02:48+0000,6240.169921875,-,-,-,
2017-09-04T02:53+0000,5179.962890625,-,-,-,
2017-09-04T02:58+0000,5828.1943359375,-,-,-,
2017-09-04T03:03+0000,5473.99462890625,-,-,-,
2017-09-04T03:08+0000,4287.56396484375,-,-,-,
2017-09-04T03:13+0000,4294.86279296875,-,-,-,
2017-09-04T03:18+0000,4573.3154296875,-,-,-,
2017-09-04T03:23+0000,4855.38720703125,-,-,-,
2017-09-04T03:28+0000,4713.70751953125,-,-,-,
2017-09-04T03:33+0000,6033.6611328125,-,-,-,
2017-09-04T03:38+0000,7295.59326171875,-,-,-,
2017-09-04T03:43+0000,4689.0517578125,-,-,-,
2017-09-04T03:48+0000,4538.662109375,-,-,-,
2017-09-04T03:53+0000,5946.13818359375,-,-,-,
2017-09-04T03:58+0000,4994.30712890625,-,-,-,
