DateTime,Metric,Capacity,CR,TR,beta, beta_std
2017-08-22T00:11:00,59883.93,79799.99,19916.06,366.00,0.000000,0.000000
2017-08-22T00:26:00,59855.60,79799.99,19944.39,366.00,-9.444010,2.986458
2017-08-22T00:31:00,59907.27,79799.99,0.00,24.85,2.779167,11.290617
2017-08-22T00:36:00,60042.00,79799.99,0.00,2.73,25.121689,20.101374
2017-08-22T00:41:00,60609.05,79799.99,0.00,0.73,91.164156,53.999275
2017-08-22T00:46:00,60082.17,79799.99,0.00,1.00,67.178261,44.144224
2017-08-22T00:51:00,60447.59,79799.99,0.00,0.88,75.867491,34.780388
2017-08-22T00:56:00,60830.29,79799.99,0.00,0.68,97.027801,31.588269
2017-08-22T01:01:00,60388.34,79799.99,0.00,0.78,84.070478,27.336663
2017-08-22T01:06:00,60228.07,79799.99,0.00,0.98,67.197557,25.533118
2017-08-22T01:11:00,60110.36,79799.99,0.00,1.29,50.903882,24.242252
2017-08-22T01:16:00,59810.58,79799.99,0.00,2.15,30.642568,24.802790
2017-08-22T01:21:00,59940.66,79799.99,0.00,3.31,19.958505,22.617676
2017-08-22T01:26:00,59959.74,79799.99,0.00,5.19,12.790363,20.331662
2017-08-22T01:31:00,59877.21,79799.99,0.00,11.09,6.002074,18.468876
2017-08-22T01:36:00,59767.22,79799.99,19245.53,366.00,-0.796624,16.990043
2017-08-22T01:41:00,59993.39,79799.99,19244.01,366.00,-2.079409,15.218752
2017-08-22T01:46:00,59950.30,79799.99,19289.17,366.00,-3.599873,13.727363
2017-08-22T01:51:00,60063.61,79799.99,19257.31,366.00,-3.207068,12.419385
2017-08-22T01:56:00,59837.25,79799.99,19389.00,366.00,-5.558198,11.385802
2017-08-22T02:01:00,60809.75,79799.99,0.00,20.16,3.283924,11.796960
2017-08-22T02:06:00,61693.33,79799.99,0.00,3.42,18.895378,14.602478
2017-08-22T02:11:00,59727.66,79799.99,0.00,5.08,12.729176,13.976820
2017-08-22T02:16:00,59670.80,79799.99,0.00,8.91,7.285798,13.340404
2017-08-22T02:21:00,59671.07,79799.99,0.00,22.39,2.909941,12.647774
2017-08-22T02:26:00,59807.59,79799.99,14489.71,165.59,0.394392,11.846592
2017-08-22T02:31:00,60018.73,79799.99,18763.22,366.00,-0.182001,11.034353
2017-08-22T02:36:00,59917.45,79799.99,18815.28,366.00,-1.302781,10.321140
2017-08-22T02:41:00,59940.46,79799.99,18877.95,366.00,-2.073153,9.666218
2017-08-22T02:46:00,59924.10,79799.99,18915.09,366.00,-2.789006,9.072165
2017-08-22T02:51:00,60056.83,79799.99,18932.55,366.00,-2.657637,8.522197
2017-08-22T02:56:00,60072.39,79799.99,18941.55,366.00,-2.456259,8.021393
2017-08-22T03:01:00,60033.16,79799.99,18960.58,366.00,-2.462638,7.562643
2017-08-22T03:06:00,59896.04,79799.99,18989.10,366.00,-3.074581,7.151937
2017-08-22T03:11:00,59914.66,79799.99,19012.81,366.00,-3.499928,6.770027
2017-08-22T03:16:00,59789.97,79799.99,19035.56,366.00,-4.352197,6.434423
2017-08-22T03:21:00,59792.76,79799.99,19066.57,366.00,-5.052422,6.119065
2017-08-22T03:26:00,59947.44,79799.99,19082.53,366.00,-5.068352,5.812924
2017-08-22T03:31:00,60183.65,79799.99,19016.08,366.00,-4.241380,5.551902
2017-08-22T03:36:00,60090.81,79799.99,19074.82,366.00,-3.821386,5.293491
2017-08-22T03:41:00,60075.59,79799.99,19073.19,366.00,-3.493501,5.051045
2017-08-22T03:46:00,59632.76,79799.99,19104.59,366.00,-4.539646,4.862631
2017-08-22T03:51:00,60033.36,79799.99,19038.11,366.00,-4.278058,4.649090
2017-08-22T03:56:00,59977.16,79799.99,19111.21,366.00,-4.193220,4.447152
2017-08-22T04:01:00,60176.86,79799.99,19026.07,366.00,-3.576494,4.274019
2017-08-22T04:06:00,60053.57,79799.99,19122.15,366.00,-3.339101,4.098350
2017-08-22T04:11:00,59917.38,79799.99,19132.49,366.00,-3.454966,3.931617
2017-08-22T04:16:00,59911.86,79799.99,19143.07,366.00,-3.562331,3.774840
2017-08-22T04:21:00,59689.22,79799.99,19157.57,366.00,-4.153211,3.644075
2017-08-22T04:26:00,59779.00,79799.99,19174.04,366.00,-4.473993,3.509152
2017-08-22T04:31:00,60101.92,79799.99,19117.93,366.00,-4.073440,3.385218
2017-08-22T04:36:00,60032.23,79799.99,19173.94,366.00,-3.848336,3.262587
2017-08-22T04:41:00,59787.44,79799.99,19201.28,366.00,-4.116269,3.148000
2017-08-22T04:46:00,60108.37,79799.99,19124.29,366.00,-3.745514,3.043636
2017-08-22T04:51:00,60294.57,79799.99,19115.39,366.00,-3.067713,2.964661
2017-08-22T04:56:00,60168.55,79799.99,19149.74,366.00,-2.673231,2.872098
2017-08-22T05:01:00,60291.64,79799.99,19060.12,366.00,-2.104364,2.795447
2017-08-22T05:06:00,59648.19,79799.99,19140.78,366.00,-2.641910,2.721233
2017-08-22T05:11:00,59343.36,79799.99,19126.02,366.00,-3.607708,2.694353
2017-08-22T05:16:00,59960.07,79799.99,19121.75,366.00,-3.530126,2.607826
2017-08-22T05:21:00,59862.19,79799.99,19132.07,366.00,-3.600114,2.525361
2017-08-22T05:26:00,59818.76,79799.99,19182.75,366.00,-3.721183,2.447488
2017-08-22T05:31:00,59799.21,79799.99,19221.24,366.00,-3.853554,2.373472
